X_1,X_2,X_3,Y
1.1490821367780142,1.4994087532272915,0.8196554515203864,0.47220196419604243
1.6706016908443997,1.1376509726373283,0.3806833177472131,-0.2560648767737944
0.5836046579153922,0.9277155133779039,1.574338320588423,0.07356237892299322
-0.22766308343335395,-0.03327998514091091,0.2237725082594086,-0.8512517010057616
-0.34481782308133335,-0.2704006103739234,1.079763353095432,-0.12028704042883898
0.15635099457289822,0.48481379263263585,1.6877732791169466,-1.4202402393598472
0.9286523663218146,0.20973680133564787,-0.25489126244195154,-0.74041898744172
-1.454099890424137,-1.7449186518018058,-0.056811592683574275,-1.1444754100363328
-1.7197315650786384,-0.35586196236186174,-0.10621680676612434,2.023169456334101
-0.03154877948322832,0.6443278422024072,1.2764920176454178,0.5292524088882421
-1.6689056803157976,-1.6400683771802376,-0.8264207718226888,-0.02830978286682534
-0.41442487506083825,0.8288513456390282,1.3984001234774739,1.0446941015069848
0.6463630835145012,0.38625374427776765,-0.3660542250665375,0.8071863737840338
-1.498947974728441,0.4914174549541544,1.155789433661757,2.176197993205023
-0.9872157107841181,0.0755112870526632,0.4844870939044222,1.1878709995153303
-0.47714594846760416,-0.11699338747506924,1.0526611942927948,0.05843484306805946
-0.5762008372712006,-1.1930775384392718,-1.1408758349378851,-0.34723290220275854
0.8710051998834671,0.5978648395775568,0.38335353839939,-0.2291466172415956
0.10156283011066947,-0.8282938085655108,-0.979092683477883,-0.6008872340998401
0.3231659914363675,-0.9883947053218319,-1.6153261883679262,0.18368920519599152
0.08438068669998684,-0.10413695937509113,-0.29442990236280386,-1.1667705776669037
0.8072032794257129,-0.8721520894696071,-1.20055887387756,-3.1672960017066774
-1.3157613403026072,0.1916924401233355,-0.7824788101837002,4.199210816172151
0.18839946626669768,-0.9359986803122277,-1.025443392995452,-0.6123441188058277
0.3616169953166628,0.24284460511482298,-0.8874244773113766,0.22159349730844757
-1.0781470283784171,0.2826062941047697,0.42704677894472565,1.8297004982288994
-0.8708592183526329,-0.49376898632061555,0.32299472288051323,-0.7954207260675282
1.1631616342341347,0.8856741287305381,0.3049583420515787,1.3617681441295533
-0.027836977461033308,0.7540005046550675,0.35405906453629477,2.087467159206561
-0.3462565507326104,-0.3214590556285602,0.75330444613336,-0.7648530976395336
1.2261247159783282,0.7053626064031089,-0.44865201196171645,2.0141865764170275
1.2160448870579639,0.12274472551402736,-0.944018507571139,-0.44826787395224926
-0.253414474512476,-0.34547865977067665,0.18713575492835768,-0.2120591101323543
0.5640422905391573,1.122729763879608,0.9487848157019252,0.02461917037090311
0.10591337995762087,0.3702063862835262,-0.1363217181462092,0.5490513430618663
0.23345172165410288,0.5297508129554733,-0.9996707820764746,2.9762539021063077
1.6053758015725859,0.8132070414905678,2.0205104319498544,-1.6492727507279203
0.21050711544308592,0.29964390564683063,0.6313401362345331,-1.8880285400731398
-0.8868022186812778,-0.9001311716326115,-0.0030203379139073783,-0.7286311392608759
-1.4955144922644532,-0.8066846904277548,-0.9003050612058467,1.0612920193103321
-2.717405644951306,-2.338659002859461,-1.3620349407224197,0.7673930798014472
1.0795689586795414,1.238376753444828,0.27631371347575784,2.3552707736768586
0.3219476807313043,-0.961104118995499,-0.9621849424213962,-0.21909366300481348
-1.581047943156712,-0.7639657269763374,-0.007510537826767305,1.583340619561039
0.011916528448004948,1.3882436272013488,1.8978073878379629,0.5030117522665117
