2.173200000000000132e-02,2.344399999999999956e-02,2.508000000000000246e-03,-3.098000000000000059e-03,9.709000000000000616e-03,-5.469999999999999602e-04,1.747600000000000195e-02,1.542400000000000021e-02,6.371799999999999686e-02,1.581700000000000120e-02,1.955700000000000147e-02,9.381999999999999715e-03,8.264000000000000512e-03,4.114600000000000202e-02,1.903799999999999937e-02,1.285199999999999884e-02,2.734599999999999878e-02,-8.559000000000000635e-03,2.460500000000000187e-02,2.907900000000000068e-02,1.568299999999999902e-02,1.168199999999999968e-02,0.000000000000000000e+00,7.130999999999999318e-03,3.485800000000000010e-02,3.748599999999999849e-02,3.594100000000000072e-02,7.562000000000000145e-03,8.052999999999999395e-03,-1.142000000000000003e-03,6.840000000000000593e-03,2.824700000000000127e-02,-2.083999999999999915e-03,4.905999999999999771e-03,9.870999999999999566e-03,6.838999999999999593e-03,3.745000000000000065e-03,7.463000000000000016e-03,1.746899999999999842e-02,1.022400000000000045e-02,1.394200000000000127e-02,2.237000000000000273e-03,2.250800000000000023e-02,1.816699999999999912e-02,1.488000000000000260e-02,-8.362000000000001376e-03,5.078000000000000048e-03,5.231999999999999672e-03,1.737100000000000102e-02,7.844000000000000278e-03
5.219000000000000548e-03,4.288000000000000145e-03,3.841999999999999929e-03,-9.322000000000000425e-03,1.744899999999999923e-02,1.805299999999999960e-02,-3.690000000000000138e-03,1.659100000000000158e-02,3.523999999999999789e-03,-1.342000000000000094e-03,4.694999999999999521e-03,1.120800000000000095e-02,3.093599999999999822e-02,-1.589000000000000135e-02,2.217000000000000220e-03,1.464000000000000024e-03,1.445600000000000010e-02,1.438800000000000148e-02,-6.861000000000000779e-03,1.730000000000000038e-04,8.437000000000000055e-03,3.848999999999999991e-03,8.600999999999999271e-03,-1.812499999999999875e-02,-2.315799999999999803e-02,8.501999999999999141e-03,0.000000000000000000e+00,-3.698000000000000332e-03,-8.559999999999999901e-04,8.570000000000000144e-04,2.778999999999999786e-03,9.157000000000000209e-03,-2.989599999999999896e-02,1.085000000000000027e-03,7.078000000000000090e-03,1.759799999999999906e-02,-2.984999999999999806e-03,-2.187800000000000161e-02,8.132999999999999605e-03,-4.428000000000000512e-03,1.574300000000000005e-02,-1.190499999999999892e-02,3.240999999999999957e-03,2.003800000000000026e-02,-2.215899999999999814e-02,-2.069900000000000212e-02,-2.210000000000000159e-03,-4.673000000000000070e-03,5.154999999999999860e-03,-2.462499999999999759e-02
8.179999999999999771e-03,1.302599999999999938e-02,-3.115000000000000147e-03,-8.234000000000000000e-03,6.753999999999999587e-03,1.612000000000000152e-03,1.154300000000000118e-02,-9.041999999999999690e-03,1.825799999999999992e-02,1.245500000000000079e-02,-2.670000000000000064e-03,1.459799999999999986e-02,2.487800000000000081e-02,5.916299999999999337e-02,2.274900000000000186e-02,1.218299999999999939e-02,1.222800000000000102e-02,-9.929000000000000326e-03,-1.727000000000000019e-03,5.314999999999999412e-03,-6.310000000000000504e-04,-6.572999999999999850e-03,5.777000000000000017e-03,-3.173000000000000473e-03,-4.002000000000000349e-03,1.264499999999999999e-02,1.428600000000000009e-02,-1.746999999999999855e-03,1.056499999999999974e-02,-7.137000000000000115e-03,-2.308999999999999855e-03,3.202999999999999684e-03,4.710000000000000644e-03,-3.996000000000000420e-03,3.347000000000000149e-03,6.370999999999999927e-03,9.229999999999998622e-03,7.344100000000000628e-02,8.066999999999999518e-03,-1.397699999999999984e-02,2.079600000000000198e-02,4.217000000000000262e-03,1.325599999999999869e-02,1.372400000000000009e-02,1.192700000000000010e-02,-5.949999999999999560e-03,-2.214999999999999955e-03,8.643999999999998907e-03,9.615000000000000283e-03,6.550000000000000266e-03
-8.080000000000000160e-04,-8.323999999999999802e-03,2.928599999999999953e-02,2.411500000000000102e-02,3.864999999999999946e-03,-4.292000000000000676e-03,7.272999999999999084e-03,-9.681000000000000369e-03,-4.138000000000000185e-03,-2.504599999999999882e-02,6.425999999999999421e-03,-5.330000000000000536e-04,-7.758000000000000139e-03,8.578999999999999820e-03,-6.795999999999999958e-03,8.666000000000000092e-03,-4.922000000000000160e-03,-8.118000000000000216e-03,1.903099999999999931e-02,-1.028699999999999927e-02,-1.580000000000000024e-03,-8.270999999999998839e-03,1.367599999999999892e-02,-4.050999999999999913e-03,-1.205600000000000074e-02,-1.041000000000000042e-03,-4.023999999999999799e-03,-8.202000000000000957e-03,-1.017200000000000049e-02,4.599999999999999922e-03,-1.698000000000000074e-03,2.075000000000000108e-02,-6.027000000000000239e-03,1.094900000000000040e-02,-1.334199999999999969e-02,3.014999999999999885e-03,-6.674000000000000245e-03,-8.203000000000000222e-03,1.956099999999999853e-02,4.187999999999999882e-03,1.230099999999999943e-02,8.698000000000000870e-03,8.359999999999999376e-04,-2.528500000000000192e-02,-6.734999999999999667e-03,-7.245000000000000571e-03,-8.245999999999999858e-03,-1.036799999999999874e-02,1.873000000000000359e-02,-8.991999999999999993e-03
7.160999999999999831e-03,-1.991000000000000148e-03,-7.633999999999999293e-03,1.563399999999999859e-02,8.800999999999999795e-03,-7.003999999999999809e-03,4.792000000000000252e-03,7.360000000000000223e-03,-1.315800000000000129e-02,-3.449999999999999942e-03,5.453999999999999647e-03,-2.670000000000000390e-04,-5.043999999999999873e-03,7.477000000000000139e-03,-2.021799999999999986e-02,9.550000000000000112e-04,-1.888499999999999901e-02,-5.295999999999999493e-03,-1.160199999999999947e-02,-8.826000000000000512e-03,-9.649999999999998856e-03,2.223999999999999849e-03,7.825000000000000358e-03,-1.162000000000000055e-03,2.565699999999999925e-02,-2.083300000000000082e-02,-2.019999999999999660e-03,5.513000000000000539e-03,5.710000000000000015e-04,-1.144999999999999967e-03,-2.937000000000000374e-03,2.085000000000000048e-03,2.155999999999999930e-03,-4.910999999999999567e-03,-1.029199999999999907e-02,9.020000000000000240e-04,-7.839000000000000482e-03,1.207599999999999993e-02,8.429999999999999993e-03,-4.491000000000000200e-03,-1.784699999999999828e-02,1.783999999999999996e-03,-2.701999999999999975e-03,-8.279999999999999166e-03,2.882000000000000013e-03,-1.744999999999999806e-03,-2.558000000000000378e-03,2.030999999999999819e-03,2.180999999999999779e-03,-2.746000000000000177e-03
1.884699999999999917e-02,-4.366999999999999355e-03,-1.328700000000000020e-02,1.577399999999999983e-02,-4.361999999999999558e-03,4.341000000000000240e-03,-3.618000000000000122e-03,4.785300000000000664e-02,1.052600000000000063e-02,1.147799999999999862e-02,-6.085000000000000131e-03,-2.240000000000000324e-02,1.267000000000000114e-03,-6.799999999999999946e-05,-9.523999999999999480e-03,-8.584000000000001351e-03,-5.499000000000000415e-03,1.451999999999999949e-03,1.631799999999999917e-02,-5.449000000000000718e-03,-7.028999999999999658e-03,-6.472000000000000322e-03,-4.016000000000000472e-03,2.910000000000000260e-04,-3.049999999999999868e-04,-5.319000000000000811e-03,-6.072999999999999406e-03,-8.554000000000000839e-03,3.709000000000000057e-03,-1.174800000000000150e-02,-2.170999999999999753e-03,0.000000000000000000e+00,-1.089199999999999890e-02,-1.959999999999999937e-03,-1.767799999999999927e-02,-6.009999999999999717e-04,-1.129000000000000012e-03,-6.194799999999999612e-02,-4.179999999999999688e-03,3.220000000000000206e-04,-7.729999999999999242e-04,-7.124000000000000124e-03,8.809999999999999472e-04,-2.779999999999999811e-04,-4.597699999999999704e-02,2.224999999999999981e-03,6.410000000000000767e-04,-3.627000000000000016e-03,1.865999999999999820e-03,7.661999999999999540e-03
-2.380000000000000171e-03,-1.841000000000000188e-03,-3.897999999999999989e-03,-1.290899999999999860e-02,-2.190999999999999805e-03,6.483000000000000047e-03,2.931000000000000445e-03,-6.546999999999999868e-03,2.013900000000000065e-02,4.323000000000000453e-03,7.453999999999999689e-03,1.391200000000000075e-02,-2.531999999999999963e-03,-2.122300000000000228e-02,6.409999999999999032e-03,4.329000000000000382e-03,4.608000000000000117e-03,1.739999999999999880e-02,-2.819999999999999699e-04,-2.356000000000000021e-03,1.769999999999999872e-03,1.042299999999999997e-02,-6.720000000000000279e-03,1.366700000000000033e-02,-1.556300000000000044e-02,-3.209000000000000047e-03,6.109999999999999980e-03,1.570600000000000121e-02,4.264000000000000429e-03,1.217700000000000032e-02,-4.971999999999999857e-03,1.638500000000000026e-02,4.622000000000000240e-03,-2.438000000000000063e-03,-1.517300000000000072e-02,5.708999999999999665e-03,-3.139000000000000297e-03,2.875100000000000225e-02,-1.881999999999999992e-03,-1.611000000000000019e-03,7.352000000000000028e-03,2.092699999999999769e-02,-5.171999999999999514e-03,-1.559000000000000143e-02,2.763999999999999790e-02,-5.866999999999999819e-03,2.562999999999999740e-03,5.996000000000000461e-03,1.489799999999999978e-02,-1.781999999999999947e-03
8.137000000000000136e-03,-1.409999999999999795e-03,1.565300000000000025e-02,-1.288800000000000015e-02,8.233000000000000734e-03,2.147000000000000037e-03,1.396000000000000105e-03,1.205499999999999974e-02,2.042199999999999918e-02,2.780000000000000353e-03,1.175799999999999935e-02,1.748699999999999907e-02,-5.837999999999999440e-03,7.027000000000000260e-03,1.942699999999999982e-02,1.149399999999999901e-02,2.545899999999999899e-02,1.199500000000000045e-02,1.014400000000000024e-02,1.364000000000000108e-02,3.694000000000000235e-03,1.031500000000000125e-02,5.413000000000000277e-03,-8.610000000000000032e-04,-1.860000000000000325e-03,2.682400000000000062e-02,2.833999999999999714e-02,6.752000000000000189e-03,-1.471800000000000018e-02,3.436999999999999951e-03,1.452200000000000019e-02,-5.629999999999999588e-03,-4.060000000000000241e-03,1.235699999999999993e-02,4.657999999999999814e-03,6.572999999999999850e-03,1.687699999999999964e-02,-1.084000000000000068e-02,1.725600000000000050e-02,-1.451999999999999949e-03,5.184999999999999505e-03,-1.317700000000000121e-02,-3.053000000000000158e-03,3.111000000000000050e-03,-1.551999999999999994e-03,5.583000000000000289e-03,6.710999999999999951e-03,-4.896000000000000178e-03,3.363999999999999803e-03,-3.451000000000000074e-03
3.658000000000000227e-03,7.877000000000000321e-03,-1.260899999999999868e-02,4.415999999999999787e-03,-8.165999999999999648e-03,-3.749000000000000162e-03,-2.919999999999999961e-04,1.371099999999999923e-02,-1.467599999999999981e-02,9.657999999999999918e-03,1.698000000000000074e-03,7.931999999999999815e-03,2.298000000000000129e-03,1.213600000000000095e-02,-3.749000000000000162e-03,-1.894000000000000067e-03,-5.814999999999999857e-03,-5.870000000000000651e-04,-5.578999999999999758e-03,-5.820000000000000520e-04,6.559999999999998992e-03,-1.093999999999999920e-03,-6.621799999999999908e-02,1.263300000000000013e-02,6.522000000000000020e-03,-1.428099999999999856e-02,-7.873999999999999055e-03,-2.919999999999999853e-03,1.435999999999999993e-03,-3.710999999999999889e-03,7.850000000000001074e-03,1.904300000000000090e-02,-1.263600000000000140e-02,-1.877999999999999895e-03,1.425999999999999967e-03,-2.671000000000000197e-03,2.480000000000000108e-04,-2.071899999999999784e-02,-4.562000000000000083e-03,7.594000000000000056e-03,-8.980000000000000135e-03,1.780000000000000115e-03,3.989999999999999949e-04,9.303999999999999770e-03,-1.139699999999999915e-02,5.711000000000000798e-03,-1.905000000000000009e-03,6.952999999999999979e-03,-3.049999999999999868e-04,-1.397400000000000031e-02
8.100000000000001296e-03,1.735599999999999990e-02,3.902000000000000086e-03,-8.411000000000000074e-03,6.585999999999999840e-03,1.169300000000000027e-02,1.214499999999999955e-02,-5.199999999999999680e-05,3.249799999999999911e-02,-3.099999999999999891e-03,1.473100000000000104e-02,2.622999999999999898e-03,7.639999999999999222e-04,-3.458000000000000136e-03,2.696800000000000239e-02,6.167000000000000606e-03,1.034899999999999883e-02,-9.864000000000001239e-03,7.853999999999999870e-03,1.999199999999999935e-02,-5.722000000000000523e-03,3.649999999999999816e-04,-1.325999999999999922e-02,1.757900000000000088e-02,8.948000000000001092e-03,2.402800000000000075e-02,1.785700000000000134e-02,7.050999999999999109e-03,6.310999999999999770e-03,2.860000000000000129e-04,7.639999999999999222e-04,2.954600000000000282e-02,1.912799999999999917e-02,7.929000000000000284e-03,1.246399999999999939e-02,-1.398800000000000043e-02,1.102000000000000028e-02,-5.577899999999999525e-02,3.436999999999999951e-03,3.688000000000000306e-03,3.276999999999999965e-03,-1.406999999999999744e-02,7.986000000000000043e-03,-9.497000000000000233e-03,3.493000000000000011e-03,-4.258999999999999765e-03,-3.180999999999999800e-03,-1.381000000000000066e-03,3.323199999999999765e-02,1.829000000000000070e-02
